ld_block	gene_locus	gene_name	chr	start	stop	n_snps	n_pcs	phen	h2.obs	p	qtl_dataset
2474	ENSG00000242114	MTFP1	22	30721518	30925045	8	3	CD8ET_onek1k_ENSG00000242114	0.0239315	6.80921e-06	CD8ET
2474	ENSG00000242114	MTFP1	22	30721518	30925045	8	3	CD_delange2017	1.5203e-05	0.306941	CD8ET
2474	ENSG00000242114	MTFP1	22	30721518	30925045	8	3	PD_nalls2019	3.90121e-07	0.364432	CD8ET
2474	ENSG00000242114	MTFP1	22	30721518	30925045	7	3	FTD_ferrari2014	0.000127358	0.279364	CD8ET
2474	ENSG00000242114	MTFP1	22	30721518	30925045	7	3	CD8ET_onek1k_ENSG00000242114	0.0239543	6.73432e-06	CD8ET
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	26	4	CD4ET_onek1k_ENSG00000273428	0.0288408	1.43088e-06	CD4ET
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	170	19	CD4NC_onek1k_ENSG00000273428	0.0964027	3.46418e-16	CD4NC
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	166	19	CD4NC_onek1k_ENSG00000273428	0.0961834	3.83236e-16	CD4NC
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	109	20	CD4NC_onek1k_ENSG00000273428	0.0967233	5.08655e-16	CD4NC
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	170	19	PD_nalls2019	8.64345e-06	0.227784	CD4NC
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	170	19	SCZ_pardinas2018	0.000183854	0.00529986	CD4NC
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	170	19	MS_imsgc2019	0.000689556	0.000227368	CD4NC
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	161	20	CD4NC_onek1k_ENSG00000273428	0.0955458	8.70409e-16	CD4NC
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	37	9	CD8ET_onek1k_ENSG00000273428	0.0534163	4.33073e-10	CD8ET
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	37	9	CD_delange2017	6.0858e-05	0.24707	CD8ET
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	37	9	PD_nalls2019	1.40932e-06	0.376139	CD8ET
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	37	9	SCZ_pardinas2018	8.49319e-05	0.0358207	CD8ET
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	37	9	MS_imsgc2019	0.000161564	0.0726655	CD8ET
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	33	9	CD8NC_onek1k_ENSG00000273428	0.0546263	2.48129e-10	CD8NC
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	33	9	CD_delange2017	6.70944e-05	0.230354	CD8NC
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	33	9	PD_nalls2019	7.88529e-07	0.401333	CD8NC
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	33	9	SCZ_pardinas2018	0.00010242	0.019149	CD8NC
2474	ENSG00000273428	RP4_539M6_22	22	30731531	30932234	33	9	MS_imsgc2019	2.61473e-05	0.342938	CD8NC
2475	ENSG00000198089	SFI1	22	31784674	32114572	75	7	AD_schwartzentruber2021	8.05005e-06	0.146781	CD8NC
2475	ENSG00000198089	SFI1	22	31784674	32114572	75	7	CD8NC_onek1k_ENSG00000198089	0.0372886	2.04304e-07	CD8NC
2475	ENSG00000198089	SFI1	22	31784674	32114572	75	7	CD_delange2017	3.70376e-05	0.285076	CD8NC
2475	ENSG00000198089	SFI1	22	31784674	32114572	73	7	LBD_chia2021	0.000493196	0.160919	CD8NC
2475	ENSG00000198089	SFI1	22	31784674	32114572	73	7	CD8NC_onek1k_ENSG00000198089	0.0370895	2.23553e-07	CD8NC
2475	ENSG00000198089	SFI1	22	31784674	32114572	75	7	PD_nalls2019	9.98866e-07	0.391993	CD8NC
2475	ENSG00000198089	SFI1	22	31784674	32114572	74	7	CD8NC_onek1k_ENSG00000198089	0.0371229	2.20204e-07	CD8NC
2475	ENSG00000198089	SFI1	22	31784674	32114572	75	7	UC_delange2017	0.000170045	0.0395375	CD8NC
2475	ENSG00000198089	SFI1	22	31784674	32114572	75	7	ALS_vanrheenen2021	0.000138943	0.01173	CD8NC
2475	ENSG00000198089	SFI1	22	31784674	32114572	75	7	MS_imsgc2019	0.000145525	0.073254	CD8NC
2475	ENSG00000198089	SFI1	22	31784674	32114572	71	7	FTD_ferrari2014	0.000184547	0.324121	CD8NC
2475	ENSG00000198089	SFI1	22	31784674	32114572	71	7	CD8NC_onek1k_ENSG00000198089	0.0373454	1.99125e-07	CD8NC
2475	ENSG00000198832	SELM	22	31400758	31616055	102	21	AD_schwartzentruber2021	1.99328e-05	0.0817944	CD4NC
2475	ENSG00000198832	SELM	22	31400758	31616055	102	21	CD4NC_onek1k_ENSG00000198832	0.118997	2.63913e-20	CD4NC
2475	ENSG00000198832	SELM	22	31400758	31616055	98	21	CD_delange2017	0.000217536	0.10043	CD4NC
2475	ENSG00000198832	SELM	22	31400758	31616055	98	21	CD4NC_onek1k_ENSG00000198832	0.118836	2.84962e-20	CD4NC
2475	ENSG00000198832	SELM	22	31400758	31616055	25	7	CD4NC_onek1k_ENSG00000198832	0.103104	1.94366e-21	CD4NC
2475	ENSG00000198832	SELM	22	31400758	31616055	102	21	CD4NC_onek1k_ENSG00000198832	0.11894	2.71191e-20	CD4NC
2475	ENSG00000198832	SELM	22	31400758	31616055	102	21	SCZ_pardinas2018	5.8719e-05	0.161501	CD4NC
2475	ENSG00000198832	SELM	22	31400758	31616055	102	21	ALS_vanrheenen2021	7.46699e-05	0.176716	CD4NC
2475	ENSG00000198832	SELM	22	31400758	31616055	102	21	MS_imsgc2019	0.000484073	0.005354	CD4NC
2475	ENSG00000198832	SELM	22	31400758	31616055	102	21	CD4NC_onek1k_ENSG00000198832	0.119045	2.57829e-20	CD4NC
2475	ENSG00000198832	SELM	22	31400758	31616055	99	20	CD4NC_onek1k_ENSG00000198832	0.119311	1.24812e-20	CD4NC
2475	ENSG00000198832	SELM	22	31400758	31616055	22	6	CD8NC_onek1k_ENSG00000198832	0.0363736	1.68431e-07	CD8NC
2475	ENSG00000198832	SELM	22	31400758	31616055	21	6	CD_delange2017	0.000102009	0.1203	CD8NC
2475	ENSG00000198832	SELM	22	31400758	31616055	21	6	CD8NC_onek1k_ENSG00000198832	0.0363712	1.68615e-07	CD8NC
2475	ENSG00000198832	SELM	22	31400758	31616055	13	3	CD8NC_onek1k_ENSG00000198832	0.0280002	9.43e-07	CD8NC
2475	ENSG00000198832	SELM	22	31400758	31616055	22	6	SCZ_pardinas2018	3.81341e-05	0.122783	CD8NC
2475	ENSG00000198832	SELM	22	31400758	31616055	21	6	ALS_vanrheenen2021	5.66123e-05	0.101798	CD8NC
2475	ENSG00000198832	SELM	22	31400758	31616055	22	6	MS_imsgc2019	0.000189491	0.0306837	CD8NC
2475	ENSG00000198832	SELM	22	31400758	31616055	21	5	CD8NC_onek1k_ENSG00000198832	0.0350382	1.59444e-07	CD8NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	358	32	CD4NC_onek1k_ENSG00000128245	0.0438895	2.44623e-05	CD4NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	340	32	CD_delange2017	0.000170582	0.195315	CD4NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	340	32	CD4NC_onek1k_ENSG00000128245	0.0444604	2.04753e-05	CD4NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	350	32	CD4NC_onek1k_ENSG00000128245	0.0440095	2.35662e-05	CD4NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	359	32	PD_nalls2019	1.13556e-05	0.229548	CD4NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	359	32	CD4NC_onek1k_ENSG00000128245	0.0438094	2.50788e-05	CD4NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	356	30	ALS_vanrheenen2021	0.000250391	0.0120046	CD4NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	356	30	CD4NC_onek1k_ENSG00000128245	0.0442224	1.57004e-05	CD4NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	356	30	MS_imsgc2019	0.000241998	0.10549	CD4NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	356	30	CD4NC_onek1k_ENSG00000128245	0.0424373	2.76839e-05	CD4NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	346	28	CD4NC_onek1k_ENSG00000128245	0.0421019	2.17375e-05	CD4NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	382	33	CD8ET_onek1k_ENSG00000128245	0.0337438	0.0005539	CD8ET
2476	ENSG00000128245	YWHAH	22	32240447	32453590	362	33	CD_delange2017	0.000190217	0.17235	CD8ET
2476	ENSG00000128245	YWHAH	22	32240447	32453590	362	33	CD8ET_onek1k_ENSG00000128245	0.0326519	0.000746957	CD8ET
2476	ENSG00000128245	YWHAH	22	32240447	32453590	371	33	CD8ET_onek1k_ENSG00000128245	0.0337013	0.000560442	CD8ET
2476	ENSG00000128245	YWHAH	22	32240447	32453590	383	33	PD_nalls2019	2.23951e-05	0.0981656	CD8ET
2476	ENSG00000128245	YWHAH	22	32240447	32453590	383	33	CD8ET_onek1k_ENSG00000128245	0.0335577	0.000583038	CD8ET
2476	ENSG00000128245	YWHAH	22	32240447	32453590	380	32	ALS_vanrheenen2021	0.000247045	0.014772	CD8ET
2476	ENSG00000128245	YWHAH	22	32240447	32453590	380	32	CD8ET_onek1k_ENSG00000128245	0.0336605	0.000503785	CD8ET
2476	ENSG00000128245	YWHAH	22	32240447	32453590	380	31	MS_imsgc2019	0.000264227	0.0908017	CD8ET
2476	ENSG00000128245	YWHAH	22	32240447	32453590	380	31	CD8ET_onek1k_ENSG00000128245	0.0340069	0.000403908	CD8ET
2476	ENSG00000128245	YWHAH	22	32240447	32453590	368	30	CD8ET_onek1k_ENSG00000128245	0.0364266	0.000174619	CD8ET
2476	ENSG00000128245	YWHAH	22	32240447	32453590	375	33	CD8NC_onek1k_ENSG00000128245	0.0261902	0.00401316	CD8NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	356	33	CD_delange2017	0.000217389	0.142897	CD8NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	356	33	CD8NC_onek1k_ENSG00000128245	0.025919	0.00429154	CD8NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	365	33	CD8NC_onek1k_ENSG00000128245	0.0257017	0.00452755	CD8NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	375	33	PD_nalls2019	1.48137e-05	0.178767	CD8NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	372	31	ALS_vanrheenen2021	0.000243628	0.0148458	CD8NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	372	31	CD8NC_onek1k_ENSG00000128245	0.0274411	0.00242976	CD8NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	373	31	MS_imsgc2019	0.000240149	0.109273	CD8NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	373	31	CD8NC_onek1k_ENSG00000128245	0.0273743	0.00247251	CD8NC
2476	ENSG00000128245	YWHAH	22	32240447	32453590	361	30	CD8NC_onek1k_ENSG00000128245	0.0278865	0.00195201	CD8NC
2476	ENSG00000198089	SFI1	22	31784674	32114572	75	7	AD_schwartzentruber2021	8.05005e-06	0.146781	CD8NC
2476	ENSG00000198089	SFI1	22	31784674	32114572	75	7	CD8NC_onek1k_ENSG00000198089	0.0372886	2.04304e-07	CD8NC
2476	ENSG00000198089	SFI1	22	31784674	32114572	75	7	CD_delange2017	3.70376e-05	0.285076	CD8NC
2476	ENSG00000198089	SFI1	22	31784674	32114572	73	7	LBD_chia2021	0.000493196	0.160919	CD8NC
2476	ENSG00000198089	SFI1	22	31784674	32114572	73	7	CD8NC_onek1k_ENSG00000198089	0.0370895	2.23553e-07	CD8NC
2476	ENSG00000198089	SFI1	22	31784674	32114572	75	7	PD_nalls2019	9.98866e-07	0.391993	CD8NC
2476	ENSG00000198089	SFI1	22	31784674	32114572	74	7	CD8NC_onek1k_ENSG00000198089	0.0371229	2.20204e-07	CD8NC
2476	ENSG00000198089	SFI1	22	31784674	32114572	75	7	UC_delange2017	0.000170045	0.0395375	CD8NC
2476	ENSG00000198089	SFI1	22	31784674	32114572	75	7	ALS_vanrheenen2021	0.000138943	0.01173	CD8NC
2476	ENSG00000198089	SFI1	22	31784674	32114572	75	7	MS_imsgc2019	0.000145525	0.073254	CD8NC
2476	ENSG00000198089	SFI1	22	31784674	32114572	71	7	FTD_ferrari2014	0.000184547	0.324121	CD8NC
2476	ENSG00000198089	SFI1	22	31784674	32114572	71	7	CD8NC_onek1k_ENSG00000198089	0.0373454	1.99125e-07	CD8NC
2477	ENSG00000100225	FBXO7	22	32770663	32994818	70	10	AD_schwartzentruber2021	1.25631e-05	0.101941	CD4NC
2477	ENSG00000100225	FBXO7	22	32770663	32994818	70	10	CD4NC_onek1k_ENSG00000100225	0.062045	1.4954e-11	CD4NC
2477	ENSG00000100225	FBXO7	22	32770663	32994818	68	10	CD_delange2017	0.000131908	0.119036	CD4NC
2477	ENSG00000100225	FBXO7	22	32770663	32994818	68	10	CD4NC_onek1k_ENSG00000100225	0.0620217	1.51164e-11	CD4NC
2477	ENSG00000100225	FBXO7	22	32770663	32994818	62	9	LBD_chia2021	0.00206893	0.00684557	CD4NC
2477	ENSG00000100225	FBXO7	22	32770663	32994818	62	9	CD4NC_onek1k_ENSG00000100225	0.0624371	6.50581e-12	CD4NC
2477	ENSG00000100225	FBXO7	22	32770663	32994818	69	10	CD4NC_onek1k_ENSG00000100225	0.0620207	1.51234e-11	CD4NC
2477	ENSG00000100225	FBXO7	22	32770663	32994818	68	10	UC_delange2017	0.000104555	0.136565	CD4NC
2477	ENSG00000100225	FBXO7	22	32770663	32994818	69	10	ALS_vanrheenen2021	0.000101056	0.0536549	CD4NC
2477	ENSG00000100225	FBXO7	22	32770663	32994818	68	9	FTD_ferrari2014	0.00016995	0.340924	CD4NC
2477	ENSG00000100225	FBXO7	22	32770663	32994818	68	9	CD4NC_onek1k_ENSG00000100225	0.0604792	1.63233e-11	CD4NC
2478	ENSG00000133424	LARGE	22	33458212	34418829	156	15	AD_schwartzentruber2021	5.7716e-06	0.277196	BIN
2478	ENSG00000133424	LARGE	22	33458212	34418829	156	15	BIN_onek1k_ENSG00000133424	0.281581	1.37531e-62	BIN
2478	ENSG00000133424	LARGE	22	33458212	34418829	149	15	CD_delange2017	2.48242e-05	0.377701	BIN
2478	ENSG00000133424	LARGE	22	33458212	34418829	149	15	BIN_onek1k_ENSG00000133424	0.280822	2.25302e-62	BIN
2478	ENSG00000133424	LARGE	22	33458212	34418829	154	15	LBD_chia2021	0.000845879	0.147661	BIN
2478	ENSG00000133424	LARGE	22	33458212	34418829	154	15	BIN_onek1k_ENSG00000133424	0.281689	1.28195e-62	BIN
2478	ENSG00000133424	LARGE	22	33458212	34418829	155	15	SCZ_pardinas2018	9.26977e-05	0.0523745	BIN
2478	ENSG00000133424	LARGE	22	33458212	34418829	155	15	BIN_onek1k_ENSG00000133424	0.28157	1.38545e-62	BIN
2478	ENSG00000133424	LARGE	22	33458212	34418829	149	15	UC_delange2017	9.87283e-05	0.192447	BIN
2478	ENSG00000133424	LARGE	22	33458212	34418829	156	15	ALS_vanrheenen2021	1.11528e-05	0.392626	BIN
2478	ENSG00000133424	LARGE	22	33458212	34418829	156	15	MS_imsgc2019	1.18323e-05	0.412886	BIN
2478	ENSG00000133424	LARGE	22	33458212	34418829	151	14	BIN_onek1k_ENSG00000133424	0.282268	2.61466e-63	BIN
2478	ENSG00000133424	LARGE	22	33458212	34418829	1218	143	AD_schwartzentruber2021	7.55724e-05	0.0222135	BMem
2478	ENSG00000133424	LARGE	22	33458212	34418829	1218	143	BMem_onek1k_ENSG00000133424	0.0352356	0.0341805	BMem
2478	ENSG00000133424	LARGE	22	33458212	34418829	1171	140	CD_delange2017	0.000412356	0.136415	BMem
2478	ENSG00000133424	LARGE	22	33458212	34418829	1171	140	BMem_onek1k_ENSG00000133424	0.0406165	0.0176733	BMem
2478	ENSG00000133424	LARGE	22	33458212	34418829	1119	137	LBD_chia2021	0.00231232	0.129867	BMem
2478	ENSG00000133424	LARGE	22	33458212	34418829	1119	137	BMem_onek1k_ENSG00000133424	0.0365838	0.0268026	BMem
2478	ENSG00000133424	LARGE	22	33458212	34418829	1216	143	PD_nalls2019	0.0007997	5.27197e-42	BMem
2478	ENSG00000133424	LARGE	22	33458212	34418829	1216	143	BMem_onek1k_ENSG00000133424	0.0352373	0.0341741	BMem
2478	ENSG00000133424	LARGE	22	33458212	34418829	1217	143	SCZ_pardinas2018	0.000201293	0.099012	BMem
2478	ENSG00000133424	LARGE	22	33458212	34418829	1217	143	BMem_onek1k_ENSG00000133424	0.0352285	0.0342065	BMem
2478	ENSG00000133424	LARGE	22	33458212	34418829	1171	140	UC_delange2017	9.37084e-05	0.351461	BMem
2478	ENSG00000133424	LARGE	22	33458212	34418829	1211	142	BMem_onek1k_ENSG00000133424	0.0408044	0.0179422	BMem
2478	ENSG00000133424	LARGE	22	33458212	34418829	1216	143	MS_imsgc2019	0.000105748	0.383598	BMem
2478	ENSG00000133424	LARGE	22	33458212	34418829	1216	143	BMem_onek1k_ENSG00000133424	0.0351629	0.0344484	BMem
2478	ENSG00000133424	LARGE	22	33458212	34418829	1152	129	BMem_onek1k_ENSG00000133424	0.0453353	0.00761297	BMem
2480	ENSG00000100297	MCM5	22	35696056	35921423	11	6	AD_schwartzentruber2021	6.13018e-06	0.176109	BMem
2480	ENSG00000100297	MCM5	22	35696056	35921423	11	6	BMem_onek1k_ENSG00000100297	0.0576955	6.73213e-12	BMem
2480	ENSG00000100297	MCM5	22	35696056	35921423	10	6	SCZ_pardinas2018	1.54582e-05	0.267316	BMem
2480	ENSG00000100297	MCM5	22	35696056	35921423	10	6	BMem_onek1k_ENSG00000100297	0.057806	6.3793e-12	BMem
2480	ENSG00000100297	MCM5	22	35696056	35921423	11	6	UC_delange2017	7.8231e-05	0.150173	BMem
2481	ENSG00000100348	TXN2	22	36763083	36978077	445	53	CD4NC_onek1k_ENSG00000100348	0.0622604	2.21901e-06	CD4NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	429	52	CD_delange2017	7.43036e-05	0.361239	CD4NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	429	52	CD4NC_onek1k_ENSG00000100348	0.0655669	7.32838e-07	CD4NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	306	47	LBD_chia2021	0.00148617	0.135666	CD4NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	306	47	CD4NC_onek1k_ENSG00000100348	0.0508494	2.58745e-05	CD4NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	447	53	PD_nalls2019	3.75176e-05	0.0540957	CD4NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	447	53	CD4NC_onek1k_ENSG00000100348	0.0618468	2.49893e-06	CD4NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	445	53	SCZ_pardinas2018	0.000120307	0.112327	CD4NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	443	50	CD4NC_onek1k_ENSG00000100348	0.0599165	2.90371e-06	CD4NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	444	53	CD4NC_onek1k_ENSG00000100348	0.0622505	2.22537e-06	CD4NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	415	50	CD4NC_onek1k_ENSG00000100348	0.0650625	6.32368e-07	CD4NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	461	53	CD8NC_onek1k_ENSG00000100348	0.0525806	3.23309e-05	CD8NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	445	53	CD_delange2017	1.85332e-05	0.441023	CD8NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	445	53	CD8NC_onek1k_ENSG00000100348	0.0540835	2.16372e-05	CD8NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	322	48	LBD_chia2021	0.00151855	0.132133	CD8NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	322	48	CD8NC_onek1k_ENSG00000100348	0.0476787	6.88491e-05	CD8NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	463	53	PD_nalls2019	2.61214e-05	0.122002	CD8NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	463	53	CD8NC_onek1k_ENSG00000100348	0.0524422	3.35397e-05	CD8NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	461	53	SCZ_pardinas2018	0.000117743	0.116383	CD8NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	459	51	CD8NC_onek1k_ENSG00000100348	0.0507202	4.25731e-05	CD8NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	460	53	CD8NC_onek1k_ENSG00000100348	0.0528249	3.02989e-05	CD8NC
2481	ENSG00000100348	TXN2	22	36763083	36978077	429	51	CD8NC_onek1k_ENSG00000100348	0.051216	3.72997e-05	CD8NC
2481	ENSG00000100350	FOXRED2	22	36783237	37003148	15	3	AD_schwartzentruber2021	8.20149e-07	0.332116	CD4NC
2481	ENSG00000100350	FOXRED2	22	36783237	37003148	15	3	CD4NC_onek1k_ENSG00000100350	0.0267203	1.75948e-06	CD4NC
2481	ENSG00000100350	FOXRED2	22	36783237	37003148	14	3	FTD_ferrari2014	0.00012012	0.278477	CD4NC
2481	ENSG00000100350	FOXRED2	22	36783237	37003148	14	3	CD4NC_onek1k_ENSG00000100350	0.0268013	1.69145e-06	CD4NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	4	2	BIN_onek1k_ENSG00000100365	0.0280717	3.25916e-07	BIN
2481	ENSG00000100365	NCF4	22	37157030	37374057	4	2	CD_delange2017	2.23449e-05	0.23381	BIN
2481	ENSG00000100365	NCF4	22	37157030	37374057	4	2	PD_nalls2019	0.000327042	3.19749e-28	BIN
2481	ENSG00000100365	NCF4	22	37157030	37374057	4	2	ALS_vanrheenen2021	1.81342e-05	0.176959	BIN
2481	ENSG00000100365	NCF4	22	37157030	37374057	4	2	MS_imsgc2019	5.20609e-05	0.124575	BIN
2481	ENSG00000100365	NCF4	22	37157030	37374057	4	2	FTD_ferrari2014	0.000151618	0.224426	BIN
2481	ENSG00000100365	NCF4	22	37157030	37374057	29	8	CD4ET_onek1k_ENSG00000100365	0.05844	2.16093e-11	CD4ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	27	8	CD_delange2017	0.000413645	0.00183413	CD4ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	27	8	CD4ET_onek1k_ENSG00000100365	0.0584806	2.11983e-11	CD4ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	27	8	CD4ET_onek1k_ENSG00000100365	0.0583044	2.30408e-11	CD4ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	28	8	SCZ_pardinas2018	1.32904e-05	0.306455	CD4ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	28	8	CD4ET_onek1k_ENSG00000100365	0.0583174	2.28998e-11	CD4ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	27	8	UC_delange2017	9.26046e-05	0.140359	CD4ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	29	8	ALS_vanrheenen2021	1.50074e-05	0.335749	CD4ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	29	8	MS_imsgc2019	0.000131265	0.096388	CD4ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	23	8	FTD_ferrari2014	0.000436456	0.218092	CD4ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	23	8	CD4ET_onek1k_ENSG00000100365	0.0581699	2.45542e-11	CD4ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	35	12	AD_schwartzentruber2021	4.86109e-06	0.28971	CD4NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	35	12	CD4NC_onek1k_ENSG00000100365	0.083288	2.47787e-15	CD4NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	33	12	CD_delange2017	0.000388989	0.00608844	CD4NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	33	12	CD4NC_onek1k_ENSG00000100365	0.0834855	2.25482e-15	CD4NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	33	12	CD4NC_onek1k_ENSG00000100365	0.0830049	2.83644e-15	CD4NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	35	12	PD_nalls2019	2.1456e-05	0.0391251	CD4NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	34	12	CD4NC_onek1k_ENSG00000100365	0.0830784	2.73864e-15	CD4NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	33	12	UC_delange2017	0.00010495	0.155672	CD4NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	35	12	ALS_vanrheenen2021	3.46284e-05	0.25607	CD4NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	35	12	MS_imsgc2019	7.65303e-05	0.23033	CD4NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	29	12	FTD_ferrari2014	0.000219452	0.344623	CD4NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	29	12	CD4NC_onek1k_ENSG00000100365	0.083252	2.52086e-15	CD4NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	24	8	CD8ET_onek1k_ENSG00000100365	0.0237795	0.000115347	CD8ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	23	8	CD_delange2017	0.000286114	0.0128794	CD8ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	23	8	CD8ET_onek1k_ENSG00000100365	0.0237675	0.000115915	CD8ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	22	8	CD8ET_onek1k_ENSG00000100365	0.023737	0.000117379	CD8ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	23	8	CD8ET_onek1k_ENSG00000100365	0.0237729	0.000115659	CD8ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	23	8	UC_delange2017	5.26122e-05	0.233359	CD8ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	24	8	MS_imsgc2019	0.000111054	0.124454	CD8ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	18	7	CD8ET_onek1k_ENSG00000100365	0.0247904	5.01468e-05	CD8ET
2481	ENSG00000100365	NCF4	22	37157030	37374057	34	11	AD_schwartzentruber2021	3.48587e-06	0.323965	CD8NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	34	11	CD8NC_onek1k_ENSG00000100365	0.0550627	6.46238e-10	CD8NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	32	11	CD_delange2017	0.000341899	0.0105285	CD8NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	32	11	CD8NC_onek1k_ENSG00000100365	0.0549544	6.78343e-10	CD8NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	32	12	CD8NC_onek1k_ENSG00000100365	0.0544248	1.44265e-09	CD8NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	34	11	PD_nalls2019	1.06673e-06	0.398395	CD8NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	33	11	CD8NC_onek1k_ENSG00000100365	0.0550771	6.4208e-10	CD8NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	32	11	UC_delange2017	5.4527e-05	0.256008	CD8NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	34	11	ALS_vanrheenen2021	6.83925e-06	0.403619	CD8NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	34	11	MS_imsgc2019	5.13753e-05	0.281231	CD8NC
2481	ENSG00000100365	NCF4	22	37157030	37374057	28	11	CD8NC_onek1k_ENSG00000100365	0.0556429	4.98262e-10	CD8NC
