gene_locus	gene_id	chr	start	stop	n_snps	n_pcs	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p
IL12RB1	ENSG00000096996	19	18069805	18309754	606	110	PD_nalls2019	pqtls_IL12RB1	-0.226882	-0.42068	-0.03004	0.0514752	0.00137	0.17697	0.0259471
JUND	ENSG00000130522	19	18290563	18492432	497	106	PD_nalls2019	pqtls_JUND	-0.196997	-0.4162	0.01911	0.0388077	0	0.17323	0.0749484
JUND	ENSG00000130522	19	18290563	18492432	504	98	MS_imsgc2019	pqtls_JUND	-0.424237	-0.75241	-0.11584	0.179977	0.01368	0.56613	0.0100548
GDF15	ENSG00000130513	19	18385541	18599986	442	106	PD_nalls2019	pqtls_GDF15	0.0721496	-0.01536	0.16262	0.00520557	0	0.02644	0.107262
CRLF1	ENSG00000006016	19	18583030	18818551	509	92	PD_nalls2019	pqtls_CRLF1	0.172984	0.04319	0.30268	0.0299235	0.00201	0.09161	0.00944021
COMP	ENSG00000105664	19	18793583	19002123	395	108	PD_nalls2019	pqtls_COMP	0.0792586	-0.0732	0.22897	0.00628193	0	0.05245	0.297414
NCAN	ENSG00000130287	19	19222782	19463042	490	95	PD_nalls2019	pqtls_NCAN	0.0630734	-0.06559	0.19236	0.00397826	0	0.03701	0.334783
NCAN	ENSG00000130287	19	19222782	19463042	476	84	SCZ_pardinas2018	pqtls_NCAN	0.149947	-0.14898	0.46944	0.0224842	0	0.22076	0.321177
HAPLN4	ENSG00000187664	19	19266450	19473605	414	78	PD_nalls2019	pqtls_HAPLN4	-0.116601	-0.28323	0.0502	0.0135958	0	0.08022	0.174275
HAPLN4	ENSG00000187664	19	19266450	19473605	400	67	SCZ_pardinas2018	pqtls_HAPLN4	0.676127	0.37949	1	0.457147	0.14401	1	0.000147457
CILP2	ENSG00000160161	19	19549057	19757468	276	53	PD_nalls2019	pqtls_CILP2	0.0847952	-0.10174	0.27084	0.00719023	0	0.07335	0.365217
PDCD5	ENSG00000105185	19	32971974	33178358	640	96	PD_nalls2019	pqtls_PDCD5	-0.0611757	-0.14464	0.02412	0.00374246	0	0.02092	0.156533
DMKN	ENSG00000161249	19	35888122	36104560	561	146	CD_delange2017	pqtls_DMKN	-0.271646	-0.65317	0.07064	0.0737914	0	0.42663	0.116752
DMKN	ENSG00000161249	19	35888122	36104560	579	148	PD_nalls2019	pqtls_DMKN	-0.0810801	-0.26646	0.10697	0.00657397	0	0.071	0.386049
IGFLR1	ENSG00000126246	19	36130058	36333354	436	84	PD_nalls2019	pqtls_IGFLR1	0.00871522	-0.08824	0.10754	7.59551e-05	0	0.01308	0.861731
KIRREL2	ENSG00000126259	19	36246763	36458011	406	89	PD_nalls2019	pqtls_KIRREL2	-0.173644	-0.35893	0.016	0.0301522	0	0.12883	0.0704003
APLP1	ENSG00000105290	19	36258801	36470693	411	93	PD_nalls2019	pqtls_APLP1	0.230832	-0.01921	0.49562	0.0532835	0	0.24564	0.075519
TBCB	ENSG00000105254	19	36505191	36716849	441	95	CD_delange2017	pqtls_TBCB	0.162231	-0.08625	0.42099	0.0263189	0	0.17723	0.198404
TBCB	ENSG00000105254	19	36505191	36716849	413	92	PD_nalls2019	pqtls_TBCB	-0.120635	-0.23734	0.00149	0.0145528	0	0.05633	0.048049
SPINT2	ENSG00000167642	19	38634675	38883254	553	113	PD_nalls2019	pqtls_SPINT2	0.0534843	-0.04004	0.14844	0.00286057	0	0.02203	0.259642
SPINT2	ENSG00000167642	19	38634675	38883254	548	103	SCZ_pardinas2018	pqtls_SPINT2	-0.130856	-0.359	0.09432	0.0171234	0	0.12891	0.244348
LGALS4	ENSG00000171747	19	39192311	39404004	466	92	PD_nalls2019	pqtls_LGALS4	-0.0532436	-0.16791	0.06083	0.00283488	0	0.02823	0.365362
ECH1	ENSG00000104823	19	39206062	39422645	456	98	PD_nalls2019	pqtls_ECH1	0.0306502	-0.06318	0.12391	0.000939434	0	0.01552	0.518883
PLD3	ENSG00000105223	19	40754363	40986346	431	99	PD_nalls2019	pqtls_PLD3	0.0783768	-0.05678	0.21018	0.00614293	0	0.04418	0.251906
BLVRB	ENSG00000090013	19	40853696	41071747	418	114	PD_nalls2019	pqtls_BLVRB	-0.185016	-0.31857	-0.04939	0.034231	0.00252	0.10149	0.00829129
LTBP4	ENSG00000090006	19	40998789	41235725	483	106	CD_delange2017	pqtls_LTBP4	0.358006	0.07692	0.66224	0.128169	0.00668	0.43856	0.0157732
LTBP4	ENSG00000090006	19	40998789	41235725	513	110	PD_nalls2019	pqtls_LTBP4	0.135354	-0.02025	0.28263	0.0183206	0	0.07988	0.0773266
MIA	ENSG00000261857	19	41177553	41383395	449	102	CD_delange2017	pqtls_MIA	0.0785255	-0.1751	0.33703	0.00616625	0	0.11483	0.522284
MIA	ENSG00000261857	19	41177553	41383395	455	102	PD_nalls2019	pqtls_MIA	0.0392271	-0.01844	0.0973	0.00153876	0	0.00947	0.18209
B3GNT8	ENSG00000177191	19	41831264	42034635	354	83	CD_delange2017	pqtls_B3GNT8	0.0294738	-0.21042	0.26939	0.000868703	0	0.07988	0.802613
B3GNT8	ENSG00000177191	19	41831264	42034635	366	87	PD_nalls2019	pqtls_B3GNT8	-0.0536701	-0.144	0.03351	0.00288048	0	0.02074	0.235064
PSG3	ENSG00000221826	19	43125790	43344721	454	64	PD_nalls2019	pqtls_PSG3	0.0184801	-0.06839	0.10526	0.000341512	0	0.01135	0.673257
PSG1	ENSG00000231924	19	43270616	43483974	638	83	PD_nalls2019	pqtls_PSG1	-0.127052	-0.33211	0.07964	0.0161422	0	0.1103	0.228839
PSG5	ENSG00000204941	19	43570408	43790688	477	68	PD_nalls2019	pqtls_PSG5	0.0416761	-0.04643	0.12729	0.0017369	0	0.0162	0.349967
PSG4	ENSG00000243137	19	43596854	43811451	448	68	PD_nalls2019	pqtls_PSG4	0.0265481	-0.07835	0.12903	0.000704799	0	0.01707	0.614028
PSG9	ENSG00000183668	19	43615943	43873682	513	89	PD_nalls2019	pqtls_PSG9	-0.0444091	-0.14821	0.06103	0.00197217	0	0.02201	0.403759
LYPD3	ENSG00000124466	19	43864939	44069812	496	89	PD_nalls2019	pqtls_LYPD3	-0.000779895	-0.14169	0.14015	6.08237e-07	0	0.02582	0.991271
PLAUR	ENSG00000011422	19	44050247	44274699	544	117	AD_schwartzentruber2021	pqtls_PLAUR	-0.146181	-0.36228	0.06491	0.0213688	0	0.13125	0.169199
PLAUR	ENSG00000011422	19	44050247	44274699	530	119	PD_nalls2019	pqtls_PLAUR	-0.0498039	-0.13098	0.03433	0.00248043	0	0.01716	0.238361
BCAM	ENSG00000187244	19	45212328	45424673	559	126	AD_schwartzentruber2021	pqtls_BCAM	-0.023634	-0.11994	0.07371	0.000558566	0	0.01484	0.632755
BCAM	ENSG00000187244	19	45212328	45424673	498	123	LBD_chia2021	pqtls_BCAM	-0.0885083	-0.19854	0.02671	0.00783371	0	0.03942	0.113715
BCAM	ENSG00000187244	19	45212328	45424673	548	127	PD_nalls2019	pqtls_BCAM	-0.0761055	-0.21935	0.06652	0.00579205	0	0.04812	0.296838
PVRL2	ENSG00000130202	19	45249432	45492485	582	125	AD_schwartzentruber2021	pqtls_PVRL2	0.0703207	-0.09235	0.23732	0.004945	0	0.05645	0.402334
PVRL2	ENSG00000130202	19	45249432	45492485	533	127	LBD_chia2021	pqtls_PVRL2	0.0780176	-0.09564	0.25341	0.00608675	0	0.06424	0.376228
PVRL2	ENSG00000130202	19	45249432	45492485	568	130	PD_nalls2019	pqtls_PVRL2	0.128103	-0.09064	0.34296	0.0164103	0	0.11762	0.233199
APOE	ENSG00000130203	19	45309011	45512650	500	108	AD_schwartzentruber2021	pqtls_APOE	0.421452	0.237	0.61976	0.177622	0.05617	0.3841	1.08059e-05
APOE	ENSG00000130203	19	45309011	45512650	493	113	LBD_chia2021	pqtls_APOE	0.553436	0.34869	0.78012	0.306292	0.12159	0.60859	1.02545e-06
APOE	ENSG00000130203	19	45309011	45512650	490	112	PD_nalls2019	pqtls_APOE	-0.32892	-0.56943	-0.10063	0.108188	0.01013	0.32425	0.00610388
APOC1	ENSG00000130208	19	45317504	45522606	503	108	AD_schwartzentruber2021	pqtls_APOC1	0.25545	0.17351	0.3387	0.0652545	0.03011	0.11472	3.51303e-09
APOC1	ENSG00000130208	19	45317504	45522606	494	112	LBD_chia2021	pqtls_APOC1	0.388583	0.28378	0.49167	0.150996	0.08053	0.24174	2.35011e-11
APOC1	ENSG00000130208	19	45317504	45522606	493	113	PD_nalls2019	pqtls_APOC1	-0.209448	-0.33985	-0.08126	0.0438686	0.0066	0.1155	0.00180436
QPCTL	ENSG00000011478	19	46095741	46307247	405	90	AD_schwartzentruber2021	pqtls_QPCTL	0.117287	-0.10228	0.33974	0.0137563	0	0.11542	0.291639
QPCTL	ENSG00000011478	19	46095741	46307247	404	94	PD_nalls2019	pqtls_QPCTL	0.0342444	-0.10118	0.16972	0.00117268	0	0.02946	0.61949
PGLYRP1	ENSG00000008438	19	46422411	46626323	559	98	AD_schwartzentruber2021	pqtls_PGLYRP1	0.206215	-0.1187	0.54236	0.0425246	0	0.29415	0.202277
PGLYRP1	ENSG00000008438	19	46422411	46626323	548	99	PD_nalls2019	pqtls_PGLYRP1	0.0048028	-0.17982	0.1801	2.30669e-05	0	0.04222	0.95822
PGLYRP1	ENSG00000008438	19	46422411	46626323	539	87	SCZ_pardinas2018	pqtls_PGLYRP1	0.0857811	-0.20822	0.38289	0.00735841	0	0.14937	0.560525
NAPA	ENSG00000105402	19	47890894	48118497	343	96	PD_nalls2019	pqtls_NAPA	0.0643682	-0.06429	0.19118	0.00414327	0	0.03657	0.317952
SEPW1	ENSG00000178980	19	48181829	48387943	665	123	PD_nalls2019	pqtls_SEPW1	0.0932515	-0.00564	0.19187	0.00869583	0	0.03681	0.0657532
SULT2A1	ENSG00000105398	19	48273723	48489654	536	109	PD_nalls2019	pqtls_SULT2A1	-0.00877877	-0.1365	0.11935	7.70668e-05	0	0.02166	0.892898
CA11	ENSG00000063180	19	49041199	49249569	372	78	AD_schwartzentruber2021	pqtls_CA11	-0.389146	-0.84669	-0.00651	0.151435	0.00239	0.71689	0.0501587
CA11	ENSG00000063180	19	49041199	49249569	351	76	PD_nalls2019	pqtls_CA11	0.240297	0.01944	0.46116	0.0577427	0.00126	0.21267	0.0308397
BCAT2	ENSG00000105552	19	49198319	49414286	431	77	PD_nalls2019	pqtls_BCAT2	-0.0860879	-0.19566	0.02157	0.00741113	0	0.03828	0.121263
HSD17B14	ENSG00000087076	19	49216274	49439935	434	91	PD_nalls2019	pqtls_HSD17B14	0.121695	-0.07411	0.31251	0.0148098	0	0.09766	0.213568
NUCB1	ENSG00000104805	19	49303307	49526629	450	98	PD_nalls2019	pqtls_NUCB1	-0.167746	-0.28783	-0.04484	0.0281388	0.00208	0.08285	0.00758044
LHB	ENSG00000104826	19	49419237	49620338	368	115	PD_nalls2019	pqtls_LHB	-0.0964958	-0.20593	0.00911	0.00931143	0	0.04241	0.0818237
LIN7B	ENSG00000104863	19	49517581	49721717	461	125	PD_nalls2019	pqtls_LIN7B	0.0684049	-0.12235	0.25773	0.00467924	0	0.06716	0.471309
DKKL1	ENSG00000104901	19	49765040	49978373	404	74	PD_nalls2019	pqtls_DKKL1	-0.0465903	-0.30963	0.21765	0.00217066	0	0.10219	0.726333
DKKL1	ENSG00000104901	19	49765040	49978373	387	58	MS_imsgc2019	pqtls_DKKL1	-0.348726	-0.60862	-0.09286	0.12161	0.00891	0.37041	0.00911806
IRF3	ENSG00000126456	19	50062826	50269132	319	83	PD_nalls2019	pqtls_IRF3	0.0897007	-0.02169	0.19982	0.00804621	0	0.03993	0.110279
IRF3	ENSG00000126456	19	50062826	50269132	308	69	SCZ_pardinas2018	pqtls_IRF3	0.705545	0.47747	1	0.497794	0.22798	1	3.93047e-07
PNKP	ENSG00000039650	19	50264461	50471166	390	97	PD_nalls2019	pqtls_PNKP	-0.0940749	-0.29343	0.10521	0.00885008	0	0.08633	0.355998
CLEC11A	ENSG00000105472	19	51126586	51328974	434	134	PD_nalls2019	pqtls_CLEC11A	-0.036515	-0.11643	0.04274	0.00133335	0	0.01356	0.369898
KLK15	ENSG00000174562	19	51228545	51440469	700	151	PD_nalls2019	pqtls_KLK15	-0.157206	-0.30373	-0.01162	0.0247136	0.00044	0.09225	0.040329
KLK7	ENSG00000169035	19	51379729	51587355	589	138	PD_nalls2019	pqtls_KLK7	0.0452524	-0.04477	0.13719	0.00204778	0	0.01882	0.330718
KLK8	ENSG00000129455	19	51399263	51605967	578	147	PD_nalls2019	pqtls_KLK8	0.116324	0.0352	0.19831	0.0135313	0.00127	0.03933	0.00490843
KLK10	ENSG00000129451	19	51415995	51623431	579	143	PD_nalls2019	pqtls_KLK10	0.0477304	-0.02266	0.11751	0.00227819	0	0.01381	0.172466
KLK11	ENSG00000167757	19	51425472	51631295	546	140	PD_nalls2019	pqtls_KLK11	-0.126903	-0.21049	-0.04473	0.0161043	0.002	0.04431	0.00245949
KLK13	ENSG00000167759	19	51459463	51668371	458	145	PD_nalls2019	pqtls_KLK13	-0.034528	-0.12067	0.05144	0.00119218	0	0.01457	0.43141
KLK14	ENSG00000129437	19	51480752	51687502	456	143	PD_nalls2019	pqtls_KLK14	-0.0675004	-0.14749	0.01423	0.0045563	0	0.02175	0.105859
KLK14	ENSG00000129437	19	51480752	51687502	367	100	ALS_vanrheenen2021	pqtls_KLK14	0.0713121	-0.17664	0.32449	0.00508541	0	0.10777	0.560758
SIGLEC9	ENSG00000129450	19	51528165	51739908	434	149	AD_schwartzentruber2021	pqtls_SIGLEC9	-0.00964218	-0.23706	0.2163	9.29717e-05	0	0.06915	0.930875
SIGLEC9	ENSG00000129450	19	51528165	51739908	427	151	PD_nalls2019	pqtls_SIGLEC9	-0.0443642	-0.09744	0.00792	0.00196818	0	0.00949	0.102559
SIGLEC9	ENSG00000129450	19	51528165	51739908	330	101	ALS_vanrheenen2021	pqtls_SIGLEC9	0.383487	0.17963	0.60412	0.147063	0.03227	0.36497	0.000422528
SIGLEC7	ENSG00000168995	19	51545556	51756783	427	150	CD_delange2017	pqtls_SIGLEC7	-0.0177038	-0.26034	0.22489	0.000313423	0	0.07905	0.881213
SIGLEC7	ENSG00000168995	19	51545556	51756783	431	149	PD_nalls2019	pqtls_SIGLEC7	-0.117829	-0.19632	-0.04291	0.0138837	0.00184	0.03854	0.00290633
SIGLEC7	ENSG00000168995	19	51545556	51756783	336	101	ALS_vanrheenen2021	pqtls_SIGLEC7	0.299149	0.04528	0.58392	0.0894901	0.00289	0.34096	0.0274355
CD33	ENSG00000105383	19	51628320	51847115	408	119	PD_nalls2019	pqtls_CD33	0.0565578	-0.00169	0.11583	0.00319878	0	0.01342	0.0586673
IGLON5	ENSG00000142549	19	51715102	51933608	516	126	PD_nalls2019	pqtls_IGLON5	0.227212	0.11173	0.34364	0.0516255	0.01248	0.11809	0.000136028
SIGLEC12	ENSG00000254521	19	51894611	52105043	717	133	PD_nalls2019	pqtls_SIGLEC12	0.135506	0.06465	0.20699	0.0183619	0.00418	0.04284	0.000132777
SIGLEC6	ENSG00000105492	19	51922779	52135110	706	130	PD_nalls2019	pqtls_SIGLEC6	0.101614	0.03107	0.17303	0.0103254	0.00097	0.02994	0.00526723
SIGLEC5	ENSG00000105501	19	52014781	52250151	778	161	PD_nalls2019	pqtls_SIGLEC5	0.0365696	-0.01808	0.0914	0.00133734	0	0.00835	0.189601
SIGLEC14	ENSG00000254415	19	52045806	52250054	604	142	LBD_chia2021	pqtls_SIGLEC14	-0.235358	-0.49098	-0.01195	0.0553933	0.00066	0.24106	0.0375947
SIGLEC14	ENSG00000254415	19	52045806	52250054	643	150	PD_nalls2019	pqtls_SIGLEC14	0.0416638	-0.0172	0.09968	0.00173587	0	0.00994	0.16392
LILRA6	ENSG00000244482	19	54620737	54846649	142	49	PD_nalls2019	pqtls_LILRA6	-0.00921355	-0.09442	0.07448	8.48895e-05	0	0.00998	0.828376
LILRB5	ENSG00000105609	19	54654263	54861164	131	51	PD_nalls2019	pqtls_LILRB5	-0.124449	-0.21702	-0.03233	0.0154876	0.00106	0.0471	0.00885736
LILRB2	ENSG00000131042	19	54677675	54885039	104	36	PD_nalls2019	pqtls_LILRB2	-0.0179249	-0.13542	0.10289	0.000321304	0	0.01951	0.769705
LILRA5	ENSG00000187116	19	54718353	54924409	48	31	PD_nalls2019	pqtls_LILRA5	0.020456	-0.15955	0.20121	0.000418447	0	0.04436	0.824389
LILRA4	ENSG00000239961	19	54744456	54950421	84	47	PD_nalls2019	pqtls_LILRA4	0.00269331	-0.151	0.15524	7.2539e-06	0	0.02987	0.97231
LILRA2	ENSG00000239998	19	54984387	55199027	181	61	PD_nalls2019	pqtls_LILRA2	0.106395	-0.01489	0.23197	0.0113198	0	0.05381	0.0970484
LILRB1	ENSG00000104972	19	54985346	55248979	181	61	PD_nalls2019	pqtls_LILRB1	0.0880841	-0.01891	0.19437	0.00775881	0	0.03778	0.107397
KIR2DL4	ENSG00000189013	19	55136002	55425972	97	42	PD_nalls2019	pqtls_KIR2DL4	0.0462573	-0.11325	0.20212	0.00213974	0	0.04132	0.562463
KIR2DL3	ENSG00000243772	19	55149980	55395776	50	34	PD_nalls2019	pqtls_KIR2DL3	-0.217382	-0.40504	-0.0234	0.0472548	0.00114	0.16405	0.0275826
NCR1	ENSG00000189430	19	55317508	55527508	71	31	PD_nalls2019	pqtls_NCR1	-0.189798	-0.43638	0.04957	0.0360234	0	0.19042	0.13099
GP6	ENSG00000088053	19	55425073	55649632	174	66	PD_nalls2019	pqtls_GP6	0.039252	-0.05658	0.13418	0.00154072	0	0.018	0.415601
TMEM190	ENSG00000160472	19	55788204	55989612	401	121	PD_nalls2019	pqtls_TMEM190	-0.00272867	-0.09635	0.09267	7.44565e-06	0	0.01171	0.954958
A1BG	ENSG00000121410	19	58756544	58964865	408	80	PD_nalls2019	pqtls_A1BG	-0.0231453	-0.1245	0.07901	0.000535706	0	0.01583	0.651144
CHMP2A	ENSG00000130724	19	58962933	59166491	170	35	PD_nalls2019	pqtls_CHMP2A	0.000949342	-0.31316	0.31714	9.0125e-07	0	0.13452	0.99508
RSPO4	ENSG00000101282	20	839095	1082907	780	208	CD_delange2017	pqtls_RSPO4	-0.186611	-0.42327	0.03605	0.0348235	0	0.17916	0.100932
RSPO4	ENSG00000101282	20	839095	1082907	799	211	PD_nalls2019	pqtls_RSPO4	0.149614	0.05311	0.24446	0.0223842	0.00282	0.05976	0.00247281
RSPO4	ENSG00000101282	20	839095	1082907	781	209	UC_delange2017	pqtls_RSPO4	-0.236416	-0.48177	-0.00584	0.0558927	0.00077	0.2321	0.0456714
NSFL1C	ENSG00000088833	20	1322807	1554487	654	106	PD_nalls2019	pqtls_NSFL1C	-0.283103	-0.44547	-0.12783	0.080147	0.01634	0.19844	0.000569373
SIRPB1	ENSG00000101307	20	1444167	1700707	716	90	PD_nalls2019	pqtls_SIRPB1	0.0834058	-0.01239	0.17797	0.00695652	0	0.03167	0.0886552
SIRPG	ENSG00000089012	20	1509798	1738425	607	81	PD_nalls2019	pqtls_SIRPG	-0.105431	-0.24291	0.03188	0.0111158	0	0.059	0.130794
SIRPA	ENSG00000198053	20	1775154	2020543	625	165	PD_nalls2019	pqtls_SIRPA	-0.0539789	-0.0977	-0.01045	0.00291372	0.00012	0.00955	0.0138567
CPXM1	ENSG00000088882	20	2674715	2881283	460	107	PD_nalls2019	pqtls_CPXM1	0.0972592	0.01233	0.184	0.00945936	0.00023	0.03386	0.0249188
GNRH2	ENSG00000125787	20	2924268	3126393	306	106	PD_nalls2019	pqtls_GNRH2	-0.0185055	-0.2612	0.2194	0.000342455	0	0.07831	0.876105
ITPA	ENSG00000125877	20	3089514	3304516	618	98	PD_nalls2019	pqtls_ITPA	-0.103188	-0.16264	-0.04333	0.0106478	0.00188	0.02645	0.00088566
ATRN	ENSG00000088812	20	3351687	3731769	904	150	PD_nalls2019	pqtls_ATRN	0.144446	0.06065	0.22824	0.0208647	0.00368	0.05209	0.000744189
JAG1	ENSG00000101384	20	10518332	10754694	519	114	CD_delange2017	pqtls_JAG1	0.402356	0.08956	0.75726	0.16189	0.00879	0.57344	0.0145617
JAG1	ENSG00000101384	20	10518332	10754694	416	105	LBD_chia2021	pqtls_JAG1	-0.0503516	-0.40877	0.29702	0.00253529	0	0.17815	0.765643
JAG1	ENSG00000101384	20	10518332	10754694	528	117	PD_nalls2019	pqtls_JAG1	-0.260003	-0.42417	-0.09573	0.0676018	0.00916	0.17992	0.00222141
FLRT3	ENSG00000125848	20	14203634	14418262	483	69	PD_nalls2019	pqtls_FLRT3	0.224129	0.03244	0.41784	0.0502338	0.00144	0.17459	0.0215767
PCSK2	ENSG00000125851	20	17106752	17565223	1291	180	PD_nalls2019	pqtls_PCSK2	-0.323618	-0.5965	-0.09363	0.104729	0.00906	0.35581	0.00793773
DTD1	ENSG00000125821	20	18468537	18844561	1139	89	PD_nalls2019	pqtls_DTD1	-0.128319	-0.25707	-0.00088	0.0164658	0.00021	0.06608	0.04916
CST3	ENSG00000101439	20	23508534	23719110	620	79	PD_nalls2019	pqtls_CST3	0.115472	0.01285	0.21515	0.0133339	0.00036	0.04629	0.0233424
CST4	ENSG00000101441	20	23566277	23769677	687	89	PD_nalls2019	pqtls_CST4	-0.112051	-0.23406	0.00902	0.0125553	0	0.05478	0.0752566
CST1	ENSG00000170373	20	23628190	23831905	811	91	PD_nalls2019	pqtls_CST1	0.0584901	-0.03084	0.14402	0.00342109	0	0.02074	0.187519
CST2	ENSG00000170369	20	23704406	23907368	811	95	PD_nalls2019	pqtls_CST2	-0.0682164	-0.14366	0.00697	0.00465348	0	0.02064	0.0777114
CST5	ENSG00000170367	20	23756572	23960387	671	82	PD_nalls2019	pqtls_CST5	0.111658	0.02982	0.19349	0.0124676	9e-04	0.03744	0.00733989
CST7	ENSG00000077984	20	24829866	25040564	698	57	PD_nalls2019	pqtls_CST7	0.012927	-0.10143	0.12667	0.000167106	0	0.01803	0.825526
APMAP	ENSG00000101474	20	24843561	25073615	715	64	PD_nalls2019	pqtls_APMAP	0.185979	-0.01174	0.37928	0.0345881	0	0.14385	0.0624252
ENTPD6	ENSG00000197586	20	25076329	25307365	597	63	PD_nalls2019	pqtls_ENTPD6	-0.121686	-0.4131	0.15944	0.0148076	0	0.171	0.39796
POFUT1	ENSG00000101346	20	30695683	30926470	290	41	PD_nalls2019	pqtls_POFUT1	0.0518849	-0.07861	0.18359	0.00269204	0	0.03392	0.442422
MAPRE1	ENSG00000101367	20	31307699	31538211	578	87	PD_nalls2019	pqtls_MAPRE1	0.0130023	-0.23175	0.25802	0.00016906	0	0.07934	0.913851
BPIFB1	ENSG00000125999	20	31761286	31997684	338	96	PD_nalls2019	pqtls_BPIFB1	0.0827263	-0.07494	0.23885	0.00684365	0	0.05705	0.300133
ASIP	ENSG00000101440	20	32682375	32957150	287	72	PD_nalls2019	pqtls_ASIP	-0.0674043	-0.13481	0.00119	0.00454334	0	0.01817	0.0536848
ASIP	ENSG00000101440	20	32682375	32957150	278	68	UC_delange2017	pqtls_ASIP	-0.196987	-0.42538	0.0269	0.0388037	0	0.18095	0.0844629
GSS	ENSG00000100983	20	33416236	33643620	383	45	PD_nalls2019	pqtls_GSS	-0.150396	-0.27633	-0.02705	0.022619	0.00086	0.07636	0.0213561
CPNE1	ENSG00000214078	20	34113953	34352878	452	51	PD_nalls2019	pqtls_CPNE1	-0.0958678	-0.20942	0.01369	0.00919063	0	0.04386	0.0943923
TGM2	ENSG00000198959	20	36656863	36894980	467	102	PD_nalls2019	pqtls_TGM2	0.0610706	-0.14591	0.26631	0.00372962	0	0.07137	0.55269
BPI	ENSG00000101425	20	36788551	37065907	697	152	PD_nalls2019	pqtls_BPI	-0.0655375	-0.1386	0.00709	0.00429516	0	0.01921	0.0757291
LBP	ENSG00000129988	20	36874759	37105665	535	131	PD_nalls2019	pqtls_LBP	0.114278	0.04113	0.1869	0.0130595	0.00169	0.03493	0.00224046
PLCG1	ENSG00000124181	20	39665600	39911629	324	50	PD_nalls2019	pqtls_PLCG1	0.114295	-0.12779	0.3535	0.0130633	0	0.12508	0.341657
PLCG1	ENSG00000124181	20	39665600	39911629	310	42	SCZ_pardinas2018	pqtls_PLCG1	0.22426	-0.16808	0.64097	0.0502928	0	0.41084	0.257898
EMILIN3	ENSG00000183798	20	39888606	40095467	425	75	PD_nalls2019	pqtls_EMILIN3	0.111416	0.01212	0.20733	0.0124134	0.00027	0.04299	0.0275027
EMILIN3	ENSG00000183798	20	39888606	40095467	400	59	MS_imsgc2019	pqtls_EMILIN3	0.184523	-0.07919	0.46149	0.0340489	0	0.21297	0.167069
WISP2	ENSG00000064205	20	43243485	43457150	411	131	PD_nalls2019	pqtls_WISP2	-0.146485	-0.21271	-0.08206	0.0214578	0.00673	0.04524	1.34571e-05
YWHAB	ENSG00000166913	20	43414317	43637173	370	86	PD_nalls2019	pqtls_YWHAB	-0.109926	-0.32496	0.09952	0.0120836	0	0.1056	0.305542
SLPI	ENSG00000124107	20	43780880	43983205	493	61	PD_nalls2019	pqtls_SLPI	-0.0804276	-0.30791	0.14795	0.00646859	0	0.09504	0.482076
MATN4	ENSG00000124159	20	43822085	44037169	493	63	PD_nalls2019	pqtls_MATN4	0.0460486	-0.20074	0.30156	0.00212048	0	0.0943	0.715003
WFDC2	ENSG00000101443	20	43998346	44210172	503	72	PD_nalls2019	pqtls_WFDC2	-0.0691751	-0.30798	0.16978	0.0047852	0	0.09611	0.558517
SPINT3	ENSG00000101446	20	44041101	44244264	594	72	PD_nalls2019	pqtls_SPINT3	0.00687692	-0.13767	0.15318	4.7292e-05	0	0.02781	0.925545
CTSA	ENSG00000064601	20	44418783	44627459	433	79	PD_nalls2019	pqtls_CTSA	-0.0502338	-0.32968	0.22812	0.00252343	0	0.11573	0.714098
PLTP	ENSG00000100979	20	44427399	44640794	450	83	PD_nalls2019	pqtls_PLTP	-0.108493	-0.28279	0.06099	0.0117707	0	0.07997	0.213606
MMP9	ENSG00000100985	20	44537547	44745200	467	85	CD_delange2017	pqtls_MMP9	-0.831882	-1	-0.60122	0.692028	0.36146	1	4.34078e-08
MMP9	ENSG00000100985	20	44537547	44745200	473	82	PD_nalls2019	pqtls_MMP9	0.0223134	-0.10442	0.15291	0.000497886	0	0.02443	0.736953
MMP9	ENSG00000100985	20	44537547	44745200	457	74	MS_imsgc2019	pqtls_MMP9	-0.380671	-0.66243	-0.12183	0.144911	0.01487	0.43881	0.00572947
BMP7	ENSG00000101144	20	55643804	55941685	832	144	PD_nalls2019	pqtls_BMP7	-0.0433419	-0.30348	0.21429	0.00187852	0	0.09956	0.731173
PCK1	ENSG00000124253	20	56036136	56241513	656	157	PD_nalls2019	pqtls_PCK1	-0.0801862	-0.18191	0.02124	0.00642983	0	0.03309	0.121641
CTSZ	ENSG00000101160	20	57470240	57682302	369	108	PD_nalls2019	pqtls_CTSZ	-0.164859	-0.32255	-0.00251	0.0271784	0.00043	0.10404	0.0459459
TNFRSF6B	ENSG00000243509	20	62228021	62430037	546	96	CD_delange2017	pqtls_TNFRSF6B	-0.858477	-1	-0.61443	0.736983	0.37752	1	8.98992e-08
TNFRSF6B	ENSG00000243509	20	62228021	62430037	556	98	PD_nalls2019	pqtls_TNFRSF6B	-0.00697246	-0.24147	0.22727	4.86152e-05	0	0.07237	0.951311
TNFRSF6B	ENSG00000243509	20	62228021	62430037	545	96	UC_delange2017	pqtls_TNFRSF6B	-0.412461	-0.69479	-0.14126	0.170124	0.01995	0.48273	0.0036741
